Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
40 of $40,11,11,260,15,0.00,https://www.calculator.net/percent-off-calculator.html,2,0,0.00,0,228000000,"[29,35,10,22,43,66,29,29,43,54,100,100]",2026-04-13,"Sitelinks, Video, Related searches, AI overview",informational,Organic
450 divided by 5,14,14,480,28,0.00,https://www.calculator.net/long-division-calculator.html,2,0,0.00,0,115000000,"[16,16,24,20,45,16,13,20,55,55,55,45]",2026-03-11,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
dividing a fraction by a whole number,17,17,880,33,0.86,https://www.calculator.net/fraction-calculator.html,2,0,1.00,0.04,150,"[20,30,24,55,24,3,3,11,82,30,30,20]",2026-04-02,"Video, Related searches, AI overview",informational,Organic
how to calculate retirement income,13,13,880,54,0.91,https://www.calculator.net/retirement-calculator.html,2,0,1.00,0.55,89000000,"[88,72,72,59,72,72,100,100,100,100,88,72]",2026-03-18,"Video, Video Carousel, Related searches, AI overview",informational,Organic
how long to pay off student loans,12,12,480,51,4.85,https://www.calculator.net/student-loan-calculator.html,2,0,9.00,0.18,125,"[59,48,48,48,48,39,72,72,72,59,39,26]",2026-03-13,"Sitelinks, Video, Related searches, AI overview",informational,Organic
how much feet in a square foot,16,16,1900,20,0.00,https://www.calculator.net/square-footage-calculator.html,2,0,0.00,0,552000000,"[2,2,1,100,43,36,0,13,36,36,43,36]",2026-04-01,"Sitelinks, Video, People also ask, Related searches, Questions and answers, AI overview",informational,Organic
sqrt 1/4,18,18,1900,32,0.00,https://www.calculator.net/root-calculator.html,2,0,0.00,0,14200000,"[15,13,43,43,0,15,10,19,100,54,43,28]",2026-04-19,"Instant answer, Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
mass in pounds,16,16,720,50,0.00,https://www.calculator.net/mass-calculator.html,2,0,0.00,0,396000000,"[81,13,81,55,45,81,24,36,45,45,36,30]",2026-03-26,"Video, Related searches, AI overview",informational,Organic
1-0.05,15,15,1600,30,0.00,https://www.calculator.net/log-calculator.html,2,0,0.00,0,1100000,"[16,22,100,100,0,0,0,0,65,20,65,43]",2026-04-10,"Instant answer, Image pack, Video, Image, Video Carousel",informational,Organic
how many minutes is an hour and a half,15,15,720,28,0.00,https://www.calculator.net/time-calculator.html,2,0,0.00,0,2110000000,"[59,59,100,88,88,72,72,59,72,88,88,88]",2026-03-28,"Sitelinks, Video, Related searches, AI overview",informational,Organic
28 kilograms,14,14,590,22,0.00,https://www.calculator.net/weight-calculator.html,2,0,0.00,0,69,"[8,55,55,55,55,55,45,100,45,24,36,55]",2026-04-14,"Instant answer, Video, Related searches",informational,Organic
15 is what percent of 30,17,17,720,22,0.00,https://www.calculator.net/percent-off-calculator.html,2,0,0.00,0,440000000,"[45,45,55,45,45,20,20,13,45,55,81,100]",2026-03-27,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
free protein tracker app,12,12,720,29,1.31,https://www.calculator.net/protein-calculator.html,2,0,2.00,0.76,29700000,"[100,72,48,88,100,72,100,72,100,88,72,48]",2026-03-11,"Sitelinks, Video, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
body mass index for teens,12,12,590,50,0.35,https://www.calculator.net/bmi-calculator.html,2,0,0.00,0.02,177,"[11,100,5,7,13,37,2,46,84,68,8,5]",2026-03-19,"Image pack, Video, Related searches, AI overview",informational,Organic
payback calculator,14,14,720,66,3.48,https://www.calculator.net/mortgage-payoff-calculator.html,2,0,6.00,0.01,72600000,"[20,30,41,54,36,24,30,20,20,20,24,24]",2026-03-30,"Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
c cup boob size,11,11,720,19,0.00,https://www.calculator.net/bra-size-calculator.html,2,0,0.00,0,24500000,"[44,27,5,8,20,10,3,24,100,0,16,2]",2026-04-13,"Sitelinks, People also ask, Related searches, AI overview",informational,Organic
required minimum distribution rmd calculator,15,15,720,43,0.31,https://www.calculator.net/rmd-calculator.html,2,0,0.00,0.22,389000,"[68,13,31,20,100,37,37,20,11,25,46,52]",2026-03-30,"Video, Related searches, AI overview",informational,Organic
jamaican dollars to us conversion,17,17,880,36,0.05,https://www.calculator.net/currency-calculator.html,2,0,0.00,0.04,1330000,"[13,100,100,100,76,76,0,55,67,76,76,67]",2026-03-28,"Instant answer, Video, Related searches",informational,Organic
calorie burning by cycling,11,11,880,17,0.22,https://www.calculator.net/calories-burned-calculator.html,2,0,0.00,0.01,4440000,"[8,68,68,84,68,84,0,0,68,37,37,0]",2026-03-09,"Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
obese bmi chart,18,18,880,84,0.58,https://www.calculator.net/bmi-calculator.html,2,0,1.00,0.14,134,"[13,10,10,8,10,13,19,15,15,15,15,13]",2026-04-03,"Image pack, Video, Related searches",informational,Organic
population calc,11,11,170,50,0.00,https://www.calculator.net/sample-size-calculator.html,2,0,0.00,0,203000000,"[28,18,23,15,100,28,23,18,23,81,8,6]",2026-03-08,"Video, Related searches",informational,Organic
time off calculator,20,20,1600,17,3.27,https://www.calculator.net/time-card-calculator.html,2,0,6.00,0.02,668000000,"[54,20,22,22,36,43,54,54,43,36,29,29]",2026-03-09,"Video, Related searches",informational,Organic
what day is may 28th,16,16,590,29,0.00,https://www.calculator.net/day-of-the-week-calculator.html,2,0,0.00,0,0,"[1,2,3,10,100,1,0,1,1,1,0,1]",2026-03-14,"Video, Related searches",informational,Organic
21 times 6,15,15,590,24,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=1.2&ctype=2&x=0&y=0,2,0,0.00,0.03,3390000000,"[17,14,32,72,88,100,26,32,88,88,88,59]",2026-03-03,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
900 canadian to usd,11,11,260,22,0.00,https://www.calculator.net/currency-calculator.html,2,0,0.00,0,103000000,"[14,54,54,43,35,81,81,43,66,54,66,54]",2026-04-17,"Instant answer, Related searches",informational,Organic
compounding interest rate,11,11,260,63,1.48,https://www.calculator.net/interest-calculator.html,2,0,2.00,0.08,0,"[100,35,66,44,35,23,28,35,35,54,18,28]",2026-03-13,"Sitelinks, Video, Related searches, AI overview",informational,Organic
what are the factors of 32,13,13,1900,18,0.00,https://www.calculator.net/factor-calculator.html,2,0,0.00,0,133,"[29,18,18,24,18,7,5,24,81,53,53,44]",2026-03-16,"Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
how to calculate credit card interest calculator,13,13,390,50,1.45,https://www.calculator.net/credit-card-payoff-calculator.html,2,0,2.00,0.08,126,"[0,0,100,7,54,5,4,2,3,5,7,7]",2026-03-11,"Sitelinks, Video, Related searches",informational,Organic
what is the healthy percent body fat for females,20,20,1600,40,0.34,https://www.calculator.net/body-fat-calculator.html,2,0,0.00,0.11,1390000000,"[8,7,1,100,66,80,1,24,52,52,66,66]",2026-04-03,"Sitelinks, Video, Related searches, AI overview",informational,Organic
1000 g to kg,20,20,1900,34,0.00,https://www.calculator.net/weight-calculator.html,2,0,0.00,0,557000000,"[66,66,66,44,27,44,44,24,100,66,44,52]",2026-03-10,"Instant answer, Video, Related searches",informational,Organic
what's the feels like temperature,14,14,720,48,0.00,https://www.calculator.net/heat-index-calculator.html,2,0,0.00,0,795000000,"[81,45,0,24,30,62,81,45,20,30,0,81]",2026-04-14,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
what is 20 percent of 24,14,14,480,23,0.00,https://www.calculator.net/percent-calculator.html?ctype=22&x=46,2,0,0.00,0,455000000,"[25,11,100,11,46,16,16,11,7,20,46,37]",2026-03-14,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
four number generator,13,13,390,55,0.00,https://www.calculator.net/random-number-generator.html,2,0,0.00,0,0,"[43,54,81,54,100,66,81,100,66,81,81,81]",2026-03-10,"Video, Related searches",informational,Organic
2013 in roman numerals,13,13,590,25,0.00,https://www.calculator.net/roman-numeral-converter.html,2,0,0.00,0,4050000,"[39,59,59,72,72,59,72,48,72,59,48,48]",2026-03-11,"Instant answer, Image pack, Video, Related searches",informational,Organic
what time is 16 hours from now,18,18,880,7,0.00,https://www.calculator.net/hours-calculator.html,2,0,0.00,0,111,"[88,72,100,88,88,88,100,100,88,88,100,72]",2026-03-11,"Video, Related searches",informational,Organic
1 2/3 in decimal,18,18,1600,42,0.00,https://www.calculator.net/fraction-calculator.html,2,0,0.00,0,72600000,"[52,52,66,44,44,24,13,44,52,66,52,44]",2026-04-15,"Instant answer, Video, Video Carousel, Related searches",informational,Organic
how many days till dec 19,13,13,880,27,0.00,https://www.calculator.net/date-calculator.html,2,0,0.00,0,361000000,"[35,4,2,1,1,3,5,7,8,13,35,81]",2026-02-28,"Instant answer, Video, People also ask, Related searches",informational,Organic
when will your period stop,12,12,390,84,0.54,https://www.calculator.net/period-calculator.html,2,0,1.00,0.01,1620000000,"[17,26,11,21,26,100,7,72,100,100,14,7]",2026-03-18,"Sitelinks, Video, Related searches, AI overview",informational,Organic
how many hours worked calculator,11,11,210,65,0.75,https://www.calculator.net/time-card-calculator.html,2,0,1.00,0.05,144,"[53,53,66,43,66,53,66,43,43,43,35,28]",2026-03-23,"Sitelinks, Video, Related searches",informational,Organic
95 x 0.8,12,12,320,47,1.02,https://www.calculator.net/long-division-calculator.html,2,0,2.00,0.03,143000000,"[0,0,0,0,0,0,0,0,0,0,0,100]",2026-03-22,"Instant answer, Video",informational,Organic
euros to us dollars calculator,12,12,880,64,0.01,https://www.calculator.net/currency-calculator.html,2,0,0.00,0.06,108,"[3,16,8,13,13,2,10,2,1,0,10,13]",2026-04-20,"Instant answer, People also ask, Related searches",informational,Organic
days until april 15th,13,13,880,28,0.00,https://www.calculator.net/day-counter.html,2,0,0.00,0,1490000000,"[8,53,100,4,1,2,0,1,2,3,0,0]",2026-04-20,"Instant answer, Video, People also ask, Related searches",informational,Organic
paycheck withholding calculator,18,18,720,70,5.46,https://www.calculator.net/take-home-pay-calculator.html,2,0,10.00,0.14,22800000,"[68,31,37,31,25,25,31,37,37,37,37,37]",2026-03-29,"Video, Related searches","commercial, informational",Organic
time calculator payroll,11,11,170,66,2.73,https://www.calculator.net/hours-calculator.html,2,0,5.00,0.15,108000000,"[39,14,17,26,14,7,21,11,14,17,17,17]",2026-04-15,"Sitelinks, Video, Related searches",informational,Organic
date until calculator,11,11,210,73,0.00,https://www.calculator.net/day-counter.html,2,0,0.00,0,656000000,"[100,66,43,66,82,35,66,53,53,35,43,43]",2026-04-05,"Video, Related searches",informational,Organic
23000 pounds to dollars,13,13,480,18,0.00,https://www.calculator.net/percent-calculator.html?ctype=22&x=46,2,0,0.00,0,634000,"[54,66,100,66,66,54,100,66,44,54,100,81]",2026-03-14,"Instant answer, Related searches",informational,Organic
monday next week,11,11,320,20,0.00,https://www.calculator.net/day-of-the-week-calculator.html,2,0,0.00,0,1160000000,"[35,66,54,44,44,44,54,44,100,66,81,54]",2026-03-17,"Image pack, Sitelinks, Video, Related searches",informational,Organic
least multiple of 6 and 8,17,17,2900,28,0.00,https://www.calculator.net/lcm-calculator.html,2,0,0.00,0,1520000000,"[0,0,36,66,29,16,1,8,0,100,44,44]",2026-04-20,"Video, Video Carousel, People also ask, Related searches, Short videos, Questions and answers, AI overview",informational,Organic
how much will i owe taxes calculator,12,12,390,70,0.38,https://www.calculator.net/tax-calculator.html,2,0,0.00,0.37,143,"[24,8,5,100,6,24,13,3,30,45,55,67]",2026-03-14,"Sitelinks, Video, Related searches, AI overview",informational,Organic
what is 1rm,12,12,390,46,0.00,https://www.calculator.net/one-rep-max-calculator.html,2,0,0.00,0,112,"[100,54,66,66,66,66,81,54,66,66,66,66]",2026-03-09,"Sitelinks, Video, Related searches, AI overview",informational,Organic
past birth calculator,11,11,170,25,1.15,https://www.calculator.net/due-date-calculator.html,2,0,2.00,0.07,238000000,"[35,35,22,22,43,66,35,22,29,35,54,29]",2026-03-26,"Sitelinks, Video, Related searches","commercial, informational",Organic
cuban dollar to usd,13,13,590,33,0.01,https://www.calculator.net/currency-calculator.html,2,0,0.00,0.01,0,"[55,62,0,6,45,13,45,45,36,45,62,30]",2026-03-14,"Instant answer, Related searches",informational,Organic
time calculator add,16,16,720,67,0.00,https://www.calculator.net/date-calculator.html,2,0,0.00,0,972000000,"[24,34,44,20,13,1,20,34,34,20,20,20]",2026-04-05,Related searches,"informational, transactional",Organic
como calcular los taxes en usa,14,14,1900,45,1.13,https://www.calculator.net/tax-calculator.html,2,0,2.00,0.17,3580000,"[100,81,43,19,8,8,10,10,10,10,10,13]",2026-04-19,"Image pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
calculus calc,16,16,720,50,0.54,https://www.calculator.net/scientific-calculator.html,2,0,1.00,0.23,201,"[1,27,27,5,36,8,36,0,1,36,52,24]",2026-04-04,"Sitelinks, Video, Related searches, See results about",commercial,Organic
volume a prism,11,11,1900,41,0.00,https://www.calculator.net/volume-calculator.html,2,0,0.00,0,110000000,"[3,44,0,0,100,0,0,0,0,0,23,19]",2026-04-03,"Video, Image, Video Carousel, Related searches, Short videos, Questions and answers, AI overview",informational,Organic
retirement and savings calculator,14,14,590,62,1.42,https://www.calculator.net/retirement-calculator.html,2,0,2.00,0.25,256000000,"[100,0,0,0,0,0,0,0,0,10,0,0]",2026-04-21,Related searches,commercial,Organic
calculator digital,11,11,260,86,0.65,https://www.calculator.net/,2,0,1.00,0.47,735000000,"[23,18,81,81,100,54,35,8,18,11,54,44]",2026-02-27,"Sitelinks, Video, Popular products, Related searches",commercial,Organic
wage calculator illinois,12,12,320,22,5.80,https://www.calculator.net/take-home-pay-calculator.html,2,0,11.00,0.01,5580000,"[8,4,5,5,8,8,20,5,5,16,8,5]",2026-03-11,Related searches,informational,Organic
dms calculator,15,15,590,40,0.00,https://www.calculator.net/distance-calculator.html,2,0,0.00,0.01,26800000,"[46,37,52,37,31,16,13,20,31,46,20,20]",2026-03-26,"Video, Related searches",informational,Organic
how many weeks of pregnancy,20,20,1900,62,0.57,https://www.calculator.net/pregnancy-calculator.html,2,0,1.00,0.02,362000000,"[19,16,54,19,7,29,19,19,19,19,5,24]",2026-04-20,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
what fraction is equivalent to 1/3,15,15,1600,23,0.00,https://www.calculator.net/fraction-calculator.html,2,0,0.00,0,135000000,"[7,10,19,13,13,0,0,8,7,3,0,1]",2026-03-29,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Questions and answers, AI overview",informational,Organic
time duration calendar,14,14,480,60,0.00,https://www.calculator.net/time-calculator.html,2,0,0.00,0,861000000,"[66,81,81,81,100,81,81,81,100,81,66,66]",2026-04-07,"Video, Related searches",informational,Organic
22:00 utc to pst,18,18,720,37,0.00,https://www.calculator.net/time-zone-calculator.html,2,0,0.00,0,0,"[7,1,7,1,0,100,66,0,0,10,10,7]",2026-03-18,"Video, Related searches, AI overview",informational,Organic
what is confidence level,17,17,1900,27,0.07,https://www.calculator.net/confidence-interval-calculator.html,2,0,0.00,0,851000000,"[29,16,23,35,12,5,4,29,12,54,16,44]",2026-04-20,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
hourly pay and salary,17,17,720,47,0.14,https://www.calculator.net/salary-calculator.html,2,0,0.00,0.07,88700000,"[0,0,100,66,0,0,0,0,0,0,0,0]",2026-04-14,"Sitelinks, Video, Related searches, AI overview","commercial, informational",Organic
how many weeks for pregnancy,20,20,1900,60,0.57,https://www.calculator.net/pregnancy-calculator.html,2,0,1.00,0.02,362000000,"[13,4,19,100,13,19,15,19,24,28,19,43]",2026-04-17,"Image pack, Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
calories burned on bike,15,15,720,44,0.22,https://www.calculator.net/calories-burned-calculator.html,2,0,0.00,0.01,16100000,"[37,31,52,31,46,13,52,52,46,31,25,16]",2026-03-14,"Sitelinks, Video, Related searches, AI overview",informational,Organic
two sides are equal triangle,11,11,720,52,0.00,https://www.calculator.net/triangle-calculator.html,2,0,0.00,0,82100000,"[10,45,36,100,62,24,8,36,62,62,62,8]",2026-03-14,"Video, Video Carousel, Related searches, Questions and answers, AI overview",informational,Organic
additional principal payment mortgage calculator,11,11,170,49,0.31,https://www.calculator.net/mortgage-payoff-calculator.html,2,0,0.00,0.07,127,"[54,81,22,43,54,43,29,29,43,8,10,14]",2026-03-14,"Sitelinks, Related searches",informational,Organic
compounded daily,13,13,720,47,2.78,https://www.calculator.net/compound-interest-calculator.html,2,0,5.00,0.08,486000000,"[13,18,8,13,16,13,3,5,7,16,18,29]",2026-04-10,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
drink driving allowance,17,17,720,49,2.00,https://www.calculator.net/bac-calculator.html,2,0,4.00,0.01,4500000,"[17,72,59,59,88,88,17,59,88,59,100,88]",2026-03-11,"Video, Related searches, AI overview",informational,Organic
hr calorie burn calculator,13,13,320,24,0.76,https://www.calculator.net/bmr-calculator.html,2,0,1.00,0.01,0,"[1,81,0,100,81,0,0,0,0,0,0,0]",2026-03-07,"Video, Related searches",informational,Organic
finra loan calculator,11,11,1000,47,0.00,https://www.calculator.net/financial-calculator.html,2,0,0.00,0,1610000,"[0,0,0,0,0,0,0,0,0,0,0,100]",2026-03-12,Related searches,"navigational, transactional",Organic
what is 2 percent of 10000,12,12,390,18,0.00,https://www.calculator.net/interest-calculator.html,2,0,0.00,0,250000000,"[54,54,54,66,54,81,44,66,81,100,81,81]",2026-03-09,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
angles and vertex,18,18,1600,37,0.00,https://www.calculator.net/triangle-calculator.html,2,0,0.00,0,17900000,"[65,54,65,81,81,43,2,3,10,5,8,1]",2026-03-23,"Video, Image, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
date for today,12,12,260,56,0.00,https://www.calculator.net/date-calculator.html,2,0,0.00,0,113,"[13,1,0,20,13,100,0,0,0,0,3,0]",2026-03-28,"Video, Related searches",informational,Organic
9/4 decimal,20,20,1900,17,0.00,https://www.calculator.net/fraction-calculator.html,2,0,0.00,0,4660000,"[5,5,13,35,35,10,8,24,100,100,53,44]",2026-03-11,"Image pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
30 times 60,15,15,590,23,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=1.4&ctype=2&x=0&y=0,2,0,0.00,0,2340000000,"[54,54,54,81,100,44,54,81,100,100,100,81]",2026-03-10,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
how to find common factors,14,14,1900,26,1.14,https://www.calculator.net/gcf-calculator.html,2,0,2.00,0,975000000,"[23,19,8,7,3,29,4,29,19,10,8,15]",2026-04-15,"Video, Video Carousel, Related searches, Short videos, Discussions and forums, Questions and answers, AI overview",informational,Organic
42/30,11,11,880,26,0.00,https://www.calculator.net/time-calculator.html,2,0,0.00,0,14400000,"[30,30,54,79,0,0,100,0,0,79,66,36]",2026-04-16,"Instant answer, Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",informational,Organic
calculator grading,12,12,320,58,0.00,https://www.calculator.net/gpa-calculator.html,2,0,0.00,0,717000000,"[13,20,55,1,30,36,6,10,10,100,5,8]",2026-04-07,"Video, Related searches",informational,Organic
korean currency to inr,12,12,320,33,0.00,https://www.calculator.net/currency-calculator.html,2,0,0.00,0,21300000,"[100,32,21,21,32,32,39,26,32,26,21,26]",2026-04-14,"Instant answer, Related searches",informational,Organic
r 11 8r 29,12,12,880,12,0.00,https://www.calculator.net/number-sequence-calculator.html,2,0,0.00,0,6120000000,"[20,20,20,62,62,13,5,36,100,81,81,100]",2026-04-09,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
90 squared,13,13,590,28,0.00,https://www.calculator.net/pythagorean-theorem-calculator.html,2,0,0.00,0.01,67500000,"[59,48,59,100,72,32,21,59,88,88,59,59]",2026-04-15,"Instant answer, Video, Related searches",informational,Organic
how much protein is needed to build muscle,15,15,880,49,0.07,https://www.calculator.net/protein-calculator.html,2,0,0.00,0.32,535000000,"[100,62,45,81,62,45,81,55,81,36,36,24]",2026-04-15,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
size shoes in usa,12,12,880,63,0.19,https://www.calculator.net/shoe-size-conversion.html,2,0,0.00,0.3,494000000,"[0,0,0,0,0,0,1,20,43,43,65,54]",2026-04-02,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
35 mph to kmh,20,20,1600,27,0.00,https://www.calculator.net/speed-calculator.html,2,0,0.00,0,93600000,"[66,41,54,54,79,66,66,24,54,79,54,100]",2026-04-17,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
dividing 100 by 3,13,13,720,22,0.00,https://www.calculator.net/long-division-calculator.html,2,0,0.00,0,63100000,"[4,100,3,18,2,10,0,3,0,0,0,0]",2026-04-18,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
time in 13 hours,11,11,260,14,0.00,https://www.calculator.net/hours-calculator.html,2,0,0.00,0,114,"[66,43,43,43,54,66,35,43,43,43,66,43]",2026-03-13,"Video, Related searches, AI overview",informational,Organic
latin numerals,12,12,590,42,0.00,https://www.calculator.net/roman-numeral-converter.html,2,0,0.00,0.08,7860000,"[67,67,54,54,67,44,44,54,54,54,100,54]",2026-03-10,"Image pack, Video, Related searches, AI overview",informational,Organic
nj take home pay calculator,16,16,720,40,0.00,https://www.calculator.net/take-home-pay-calculator.html,2,0,0.00,0.01,167000000,"[55,76,76,55,100,55,55,55,45,45,36,55]",2026-03-11,"Sitelinks, Related searches",informational,Organic
average mph calculator,11,11,170,46,0.00,https://www.calculator.net/pace-calculator.html,2,0,0.00,0,127,"[35,43,35,35,35,35,43,43,35,100,23,17]",2026-04-05,"Video, Related searches",informational,Organic
what percent is 20 out of 25,14,14,720,18,0.00,https://www.calculator.net/percent-calculator.html,2,0,0.00,0,582000000,"[39,59,59,100,100,39,32,32,100,100,88,72]",2026-03-27,"Instant answer, Video, Related searches, Short videos",informational,Organic
15/20 simplified,11,11,880,27,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=1.5&ctype=2&x=0&y=0,2,0,0.00,0,83,"[34,55,44,1,100,0,0,11,0,55,44,8]",2026-04-12,"Instant answer, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
how much does the thing weigh,15,15,880,29,0.00,https://www.calculator.net/weight-calculator.html,2,0,0.00,0,0,"[7,100,20,13,7,13,66,20,7,4,5,5]",2026-03-15,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
18 times 30,15,15,590,15,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=1.2&ctype=2&x=0&y=0,2,0,0.00,0,4100000000,"[66,44,100,100,100,54,44,66,81,100,81,100]",2026-04-03,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
ideal men's body fat percentage,13,13,480,61,0.08,https://www.calculator.net/body-fat-calculator.html,2,0,0.00,0.03,138,"[4,100,0,16,30,20,2,3,5,4,0,16]",2026-04-15,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
bench weight calculator,12,12,260,22,0.01,https://www.calculator.net/one-rep-max-calculator.html,2,0,0.00,0.03,22600000,"[82,82,53,43,43,82,66,100,82,53,66,82]",2026-04-19,"Sitelinks, Video, Image, Related searches",informational,Organic
calory calculator,17,17,720,91,0.99,https://www.calculator.net/calories-burned-calculator.html,2,0,1.00,0.08,307000000,"[20,66,100,0,16,54,10,66,20,13,0,10]",2026-04-07,"Video, Related searches",informational,Organic
what number day is it,12,12,320,32,0.00,https://www.calculator.net/day-of-the-week-calculator.html,2,0,0.00,0,8520000000,"[5,19,44,44,81,54,36,44,100,23,36,29]",2026-04-06,"Sitelinks, Video, Related searches, AI overview",informational,Organic
compound interest calculato,11,11,170,52,0.33,https://www.calculator.net/compound-interest-calculator.html,2,0,0.00,0.09,154,"[1,0,2,24,6,5,5,3,5,3,100,3]",2026-03-10,"Video, Related searches",informational,Organic
difference in time calculator,11,11,320,62,0.00,https://www.calculator.net/hours-calculator.html,2,0,0.00,0,398000000,"[26,48,32,72,39,48,59,26,5,39,1,2]",2026-04-03,"Related searches, See results about","informational, transactional",Organic
half of 1/4 c,18,18,1600,37,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=7.2&ctype=2&x=0&y=0,2,0,0.00,0,408000000,"[0,0,0,2,43,36,66,100,54,0,0,0]",2026-04-07,"Instant answer, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
microwave wattage calculator,18,18,720,20,0.00,https://www.calculator.net/electricity-calculator.html,2,0,0.00,0,2110000,"[59,72,72,88,72,59,59,88,88,100,88,88]",2026-03-27,"Sitelinks, Image, Related searches",informational,Organic
namibian currency to usd,13,13,480,27,0.01,https://www.calculator.net/currency-calculator.html,2,0,0.00,0.01,4620000,"[16,100,16,24,55,13,76,20,67,16,8,16]",2026-03-15,"Instant answer, Related searches",informational,Organic
s&p 500 index return calculator,13,13,390,37,0.71,https://www.calculator.net/investment-calculator.html,2,0,1.00,0.05,104,"[24,100,20,13,45,24,13,5,8,13,16,30]",2026-03-30,Related searches,informational,Organic
how long until 1 36,11,11,260,11,0.00,https://www.calculator.net/hours-calculator.html,2,0,0.00,0,0,"[15,15,28,100,0,18,3,23,66,100,81,81]",2026-03-09,"Instant answer, Video, Related searches",informational,Organic
how can i calculate a mortgage,18,18,1900,67,0.77,https://www.calculator.net/mortgage-calculator.html,2,0,1.00,0.52,493000000,"[3,43,100,66,28,36,0,10,24,28,28,24]",2026-04-15,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
5 divided by2,11,11,720,23,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=4.5&ctype=2&x=0&y=0,2,0,0.00,0,110,"[0,0,0,0,100,24,3,2,2,0,0,5]",2026-03-17,"Instant answer, Video, Video Carousel, Related searches",informational,Organic
28 cm shoe size,11,11,390,45,0.25,https://www.calculator.net/shoe-size-conversion.html,2,0,0.00,0.03,93,"[36,54,66,81,15,54,54,100,36,5,15,100]",2026-04-01,"Image pack, Video, Related searches, AI overview",informational,Organic
how many days until feb 25,15,15,720,13,0.00,https://www.calculator.net/date-calculator.html,2,0,0.00,0,124,"[81,44,2,1,0,1,1,0,3,5,7,18]",2026-03-24,"Instant answer, Video, Related searches",informational,Organic
web calculator,13,13,590,100,0.00,https://www.calculator.net/scientific-calculator.html,2,0,0.00,0,126,"[36,55,45,55,45,30,36,45,45,45,30,30]",2026-03-11,"Instant answer, Video, Related searches",informational,Organic
how many weeks are in may,13,13,480,41,0.00,https://www.calculator.net/date-calculator.html,2,0,0.00,0,1680000000,"[4,7,10,100,100,16,4,3,2,5,3,5]",2026-03-27,"Video, Related searches, AI overview",informational,Organic
calculator prime,15,15,590,25,0.00,https://www.calculator.net/prime-factorization-calculator.html,2,0,0.00,0,381000000,"[10,81,20,100,62,55,10,45,10,13,2,5]",2026-04-19,"Video, Related searches",informational,Organic
12.5 divided by 2,14,14,590,26,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=1.2&ctype=2&x=0&y=0,2,0,0.00,0,76700000,"[11,21,100,88,72,21,11,39,100,88,72,32]",2026-03-14,"Instant answer, Video, Related searches",informational,Organic
find inverse of matrix calculator,16,13,1900,25,0.02,https://www.calculator.net/matrix-calculator.html,2,0,0.00,0.01,6010000,"[13,36,24,7,3,1,0,3,0,4,0,0]",2026-04-21,"Video, Video Carousel, Related searches, Short videos",informational,Organic
calculator for paycheck,17,17,720,76,5.33,https://www.calculator.net/salary-calculator.html,2,0,10.00,0.03,31800000,"[36,24,30,36,45,45,55,55,55,55,100,100]",2026-03-31,"Video, Related searches","commercial, informational",Organic
